,YearStart,LocationAbbr,LocationDesc,Question,DataValue,GeoLocation,LocationID,QuestionID,DataValueTypeID,LowConfidenceLimit,HighConfidenceLimit,GENDER,OVERALL,RACE
2306,2013,IL,Illinois,Recent mentally unhealthy days among adults aged >= 18 years,4.2,"(40.48501028300046, -88.99771017799969)",17,MTH1_0,MEAN,3.8,4.6,Female,,
2307,2013,IL,Illinois,Recent mentally unhealthy days among adults aged >= 18 years,4.3,"(40.48501028300046, -88.99771017799969)",17,MTH1_0,AGEADJMEAN,3.9,4.7,Female,,
2308,2013,IL,Illinois,Recent mentally unhealthy days among adults aged >= 18 years,4.5,"(40.48501028300046, -88.99771017799969)",17,MTH1_0,MEAN,3.5,5.5,,,Hispanic
2309,2013,IL,Illinois,Recent mentally unhealthy days among adults aged >= 18 years,4.7,"(40.48501028300046, -88.99771017799969)",17,MTH1_0,MEAN,2.1,7.4,,,"Multiracial, non-Hispanic"
2310,2013,IL,Illinois,Recent mentally unhealthy days among adults aged >= 18 years,4.9,"(40.48501028300046, -88.99771017799969)",17,MTH1_0,AGEADJMEAN,3.6,6.1,,,Hispanic
2311,2013,IL,Illinois,Recent mentally unhealthy days among adults aged >= 18 years,5,"(40.48501028300046, -88.99771017799969)",17,MTH1_0,MEAN,3.8,6.1,,,"Black, non-Hispanic"
2312,2013,IL,Illinois,Recent mentally unhealthy days among adults aged >= 18 years,5.1,"(40.48501028300046, -88.99771017799969)",17,MTH1_0,AGEADJMEAN,2.3,7.9,,,"Multiracial, non-Hispanic"
2313,2013,IL,Illinois,Recent mentally unhealthy days among adults aged >= 18 years,5.2,"(40.48501028300046, -88.99771017799969)",17,MTH1_0,AGEADJMEAN,4,6.4,,,"Black, non-Hispanic"
2318,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,3.2,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,AGEADJMEAN,1.8,4.5,,,"Other, non-Hispanic"
2319,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,3.3,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,AGEADJMEAN,2.9,3.6,Male,,
2320,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,3.3,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,MEAN,1.8,4.7,,,"Other, non-Hispanic"
2321,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,3.3,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,MEAN,2.9,3.6,Male,,
2322,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,3.9,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,MEAN,3.7,4.1,,,"White, non-Hispanic"
2323,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,4,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,AGEADJMEAN,3.7,4.3,,,"White, non-Hispanic"
2324,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,4,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,AGEADJMEAN,3.8,4.3,,Overall,
2325,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,4,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,MEAN,3.8,4.2,,Overall,
2326,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,4.1,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,AGEADJMEAN,3.2,5,,,"Black, non-Hispanic"
2327,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,4.2,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,AGEADJMEAN,2.9,5.4,,,Hispanic
2328,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,4.2,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,MEAN,3.3,5.1,,,"Black, non-Hispanic"
2329,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,4.3,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,MEAN,3.2,5.4,,,Hispanic
2330,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,4.7,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,MEAN,4.4,5,Female,,
2331,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,4.8,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,AGEADJMEAN,4.5,5.1,Female,,
2332,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,7.1,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,AGEADJMEAN,4.7,9.5,,,"Multiracial, non-Hispanic"
2333,2013,IN,Indiana,Recent mentally unhealthy days among adults aged >= 18 years,8,"(39.766910452000445, -86.14996019399968)",18,MTH1_0,MEAN,5.5,10.4,,,"Multiracial, non-Hispanic"
2264,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,2.4,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,AGEADJMEAN,2.1,2.7,Male,,
2265,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,2.4,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,MEAN,2.1,2.7,Male,,
2266,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,2.7,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,AGEADJMEAN,1.3,4.1,,,"Black, non-Hispanic"
2267,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,2.8,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,MEAN,2.6,3,,,"White, non-Hispanic"
2268,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,2.9,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,AGEADJMEAN,1.4,4.4,,,"Other, non-Hispanic"
2269,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,2.9,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,AGEADJMEAN,2.6,3.1,,,"White, non-Hispanic"
2270,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,2.9,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,MEAN,1.3,4.5,,,"Black, non-Hispanic"
2271,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,2.9,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,MEAN,2.7,3.1,,Overall,
2272,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,3,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,AGEADJMEAN,2.7,3.2,,Overall,
2273,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,3,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,MEAN,1.7,4.2,,,"Other, non-Hispanic"
2274,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,3.3,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,AGEADJMEAN,2.3,4.3,,,Hispanic
2275,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,3.5,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,AGEADJMEAN,3.2,3.9,Female,,
2276,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,3.5,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,MEAN,3.2,3.8,Female,,
2277,2013,IA,Iowa,Recent mentally unhealthy days among adults aged >= 18 years,3.7,"(42.46940091300047, -93.81649055599968)",19,MTH1_0,MEAN,2.4,5,,,Hispanic
2340,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,2.6,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,AGEADJMEAN,2.5,2.8,Male,,
2341,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,2.6,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,MEAN,2.5,2.8,Male,,
2342,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,2.8,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,AGEADJMEAN,2.3,3.3,,,Hispanic
2343,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,2.9,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,MEAN,2.4,3.4,,,Hispanic
2344,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,3.1,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,AGEADJMEAN,2.4,3.8,,,"Other, non-Hispanic"
2345,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,3.1,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,MEAN,2.9,3.2,,,"White, non-Hispanic"
2346,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,3.1,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,MEAN,3,3.3,,Overall,
2347,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,3.2,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,AGEADJMEAN,3,3.3,,Overall,"White, non-Hispanic"
2348,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,3.2,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,MEAN,2.4,3.9,,,"Other, non-Hispanic"
2349,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,3.6,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,AGEADJMEAN,3,4.2,,,"Black, non-Hispanic"
2350,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,3.6,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,MEAN,3.5,3.8,Female,,
2351,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,3.7,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,AGEADJMEAN,3.5,3.9,Female,,
2352,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,4,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,MEAN,3.2,4.7,,,"Black, non-Hispanic"
2353,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,4.9,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,AGEADJMEAN,3.8,6,,,"Multiracial, non-Hispanic"
2354,2013,KS,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,5.3,"(38.34774030000045, -98.20078122699965)",20,MTH1_0,MEAN,4,6.6,,,"Multiracial, non-Hispanic"
2357,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,2.3,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,AGEADJMEAN,1.2,3.5,,,Hispanic
2358,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,2.5,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,MEAN,1.2,3.7,,,Hispanic
2359,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,3.8,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,MEAN,3.4,4.2,Male,,
2360,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,3.9,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,AGEADJMEAN,3.5,4.2,Male,,
2361,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,4,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,MEAN,3.1,5,,,"Black, non-Hispanic"
2362,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,4.1,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,AGEADJMEAN,3.1,5.2,,,"Black, non-Hispanic"
2363,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,4.5,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,MEAN,4.2,4.8,,,"White, non-Hispanic"
2364,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,4.5,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,MEAN,4.3,4.8,,Overall,
2365,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,4.6,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,AGEADJMEAN,4.3,4.9,,Overall,"White, non-Hispanic"
2366,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,5.2,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,MEAN,4.8,5.6,Female,,
2367,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,5.3,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,AGEADJMEAN,4.9,5.7,Female,,
2368,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,6.4,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,AGEADJMEAN,4.3,8.6,,,"Multiracial, non-Hispanic"
2369,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,7.2,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,MEAN,4.2,10.1,,,"Multiracial, non-Hispanic"
2370,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,7.3,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,AGEADJMEAN,4.7,9.8,,,"Other, non-Hispanic"
2371,2013,KY,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,8,"(37.645970271000465, -84.77497104799966)",21,MTH1_0,MEAN,4.5,11.6,,,"Other, non-Hispanic"
2375,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,3.3,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,AGEADJMEAN,2.8,3.9,Male,,
2376,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,3.4,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,MEAN,2.8,4,Male,,
2377,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,3.9,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,MEAN,3.4,4.3,,,"White, non-Hispanic"
2378,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,4,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,AGEADJMEAN,3.5,4.5,,,"White, non-Hispanic"
2379,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,4.2,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,AGEADJMEAN,3.8,4.6,,Overall,
2380,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,4.2,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,MEAN,3.8,4.6,,Overall,
2381,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,4.5,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,AGEADJMEAN,2.3,6.7,,,"Other, non-Hispanic"
2382,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,4.6,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,AGEADJMEAN,3.8,5.5,,,"Black, non-Hispanic"
2383,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,4.6,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,MEAN,2.3,7,,,"Other, non-Hispanic"
2384,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,4.7,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,MEAN,3.9,5.5,,,"Black, non-Hispanic"
2385,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,4.9,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,AGEADJMEAN,2.4,7.3,,,Hispanic
2386,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,4.9,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,AGEADJMEAN,4.4,5.5,Female,,
2387,2013,LA,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,4.9,"(31.31266064400046, -92.44568007099969)",22,MTH1_0,MEAN,4.3,5.4,Female,,
1786,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,3.3,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,MEAN,2.9,3.7,Male,,
1787,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,3.4,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,AGEADJMEAN,3,3.8,Male,,
1788,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,3.7,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,MEAN,3.4,3.9,,,"White, non-Hispanic"
1789,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,3.8,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,MEAN,3.5,4,,Overall,
1790,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,3.9,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,AGEADJMEAN,3.6,4.2,,,"White, non-Hispanic"
1791,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,4,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,AGEADJMEAN,3.7,4.3,,Overall,
1792,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,4.3,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,MEAN,3.9,4.6,Female,,
1793,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,4.6,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,AGEADJMEAN,4.2,5,Female,,
1794,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,5.8,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,MEAN,3.4,8.2,,,"Other, non-Hispanic"
1795,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,6.3,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,AGEADJMEAN,3.4,9.1,,,Hispanic
1796,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,6.3,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,MEAN,3.4,9.2,,,"Multiracial, non-Hispanic"
1797,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,6.4,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,AGEADJMEAN,4.1,8.7,,,"Other, non-Hispanic"
1798,2013,ME,Maine,Recent mentally unhealthy days among adults aged >= 18 years,6.9,"(45.254228894000505, -68.98503133599962)",23,MTH1_0,AGEADJMEAN,4,9.8,,,"Multiracial, non-Hispanic"
1768,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,2.4,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,AGEADJMEAN,1.8,3,,,"Other, non-Hispanic"
1769,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,2.5,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,MEAN,1.8,3.2,,,"Other, non-Hispanic"
1770,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,2.8,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,AGEADJMEAN,2,3.7,,,Hispanic
1771,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,2.9,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,AGEADJMEAN,2.6,3.3,Male,,
1772,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,2.9,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,MEAN,2.6,3.3,Male,,
1773,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,3.1,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,MEAN,2.2,3.9,,,Hispanic
1774,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,3.2,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,MEAN,3,3.5,,,"White, non-Hispanic"
1775,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,3.3,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,AGEADJMEAN,3.1,3.6,,Overall,
1776,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,3.3,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,MEAN,3.1,3.5,,Overall,
1777,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,3.4,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,AGEADJMEAN,3.1,3.6,,,"White, non-Hispanic"
1778,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,3.7,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,AGEADJMEAN,3.2,4.3,,,"Black, non-Hispanic"
1779,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,3.7,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,AGEADJMEAN,3.4,4,Female,,
1780,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,3.7,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,MEAN,3.4,4,Female,,
1781,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,3.8,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,MEAN,3.2,4.3,,,"Black, non-Hispanic"
1782,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,4,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,AGEADJMEAN,2.3,5.6,,,"Multiracial, non-Hispanic"
1783,2013,MD,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,4.1,"(39.29058096400047, -76.60926011099963)",24,MTH1_0,MEAN,2.1,6.2,,,"Multiracial, non-Hispanic"
2391,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,2.2,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,AGEADJMEAN,1.5,3,,,"Other, non-Hispanic"
2392,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,2.3,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,MEAN,1.5,3.1,,,"Other, non-Hispanic"
2393,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,3.3,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,AGEADJMEAN,3,3.6,Male,,
2394,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,3.3,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,MEAN,3,3.6,Male,,
2395,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,3.7,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,MEAN,3.4,3.9,,,"White, non-Hispanic"
2396,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,3.8,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,AGEADJMEAN,3.6,4.1,,Overall,"White, non-Hispanic"
2397,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,3.8,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,MEAN,3.6,4,,Overall,
2398,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,4.2,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,MEAN,2.9,5.5,,,"Black, non-Hispanic"
2399,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,4.3,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,AGEADJMEAN,3,5.5,,,"Black, non-Hispanic"
2400,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,4.3,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,MEAN,4,4.6,Female,,
2401,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,4.4,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,AGEADJMEAN,4,4.7,Female,,
2402,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,5.1,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,AGEADJMEAN,4.3,5.9,,,Hispanic
2403,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,5.1,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,MEAN,4.3,5.8,,,Hispanic
2404,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,7.9,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,MEAN,5.1,10.7,,,"Multiracial, non-Hispanic"
2405,2013,MA,Massachusetts,Recent mentally unhealthy days among adults aged >= 18 years,8.5,"(42.27687047000046, -72.08269067499964)",25,MTH1_0,AGEADJMEAN,5.5,11.4,,,"Multiracial, non-Hispanic"
1803,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,2.2,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,AGEADJMEAN,1.4,2.9,,,"Other, non-Hispanic"
1804,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,2.3,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,MEAN,1.5,3.1,,,"Other, non-Hispanic"
1805,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,3.5,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,AGEADJMEAN,3.2,3.8,Male,,
1806,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,3.5,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,MEAN,3.2,3.8,Male,,
1807,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,3.6,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,AGEADJMEAN,2.2,4.9,,,Hispanic
1808,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,3.8,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,MEAN,3.6,4,,,"White, non-Hispanic"
1809,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,3.9,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,MEAN,2.6,5.2,,,Hispanic
1810,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,3.9,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,MEAN,3.7,4.1,,Overall,
1811,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,4,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,AGEADJMEAN,3.7,4.2,,Overall,"White, non-Hispanic"
1812,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,4.3,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,MEAN,4,4.6,Female,,
1813,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,4.4,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,AGEADJMEAN,4.1,4.7,Female,,
1814,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,4.5,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,AGEADJMEAN,3.4,5.6,,,"Multiracial, non-Hispanic"
1815,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,4.7,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,AGEADJMEAN,4,5.5,,,"Black, non-Hispanic"
1816,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,4.7,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,MEAN,3.5,5.8,,,"Multiracial, non-Hispanic"
1817,2013,MI,Michigan,Recent mentally unhealthy days among adults aged >= 18 years,4.8,"(44.6613195430005, -84.71439026999968)",26,MTH1_0,MEAN,4,5.6,,,"Black, non-Hispanic"
1821,2013,MN,Minnesota,Recent mentally unhealthy days among adults aged >= 18 years,2.5,"(46.35564873600049, -94.79420050299967)",27,MTH1_0,AGEADJMEAN,2.2,2.8,Male,,
1822,2013,MN,Minnesota,Recent mentally unhealthy days among adults aged >= 18 years,2.5,"(46.35564873600049, -94.79420050299967)",27,MTH1_0,MEAN,2.2,2.8,Male,,
1823,2013,MN,Minnesota,Recent mentally unhealthy days among adults aged >= 18 years,2.8,"(46.35564873600049, -94.79420050299967)",27,MTH1_0,MEAN,2.5,3,,,"White, non-Hispanic"
